/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-11.png, -0.0
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-12.png, 0.01
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-13.png, 0.05
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-14.png, 0.035
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-15.png, 0.01
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-16.png, 0.015
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-17.png, -0.01
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-18.png, -0.035
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-19.png, -0.035
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-20.png, -0.015
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-21.png, 0.01
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-23.png, -0.025
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-24.png, 0.03
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-25.png, -0.01
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-26.png, -0.065
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-27.png, 0.02
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-28.png, 0.025
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-29.png, -0.005
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-30.png, 0.015
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-31.png, 0.025
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-32.png, -0.02
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-33.png, 0.01
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-34.png, 0.05
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-35.png, 0.02
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-36.png, 0.045
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-37.png, 0.085
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-38.png, 0.09
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-39.png, 0.115
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-40.png, 0.1
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-41.png, 0.05
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-42.png, 0.07
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-43.png, 0.09
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-44.png, 0.12
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-45.png, 0.085
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-46.png, 0.1
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-48.png, 0.08
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-49.png, 0.06
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-50.png, -0.01
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-51.png, 0.04
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-52.png, 0.01
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-53.png, -0.01
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-54.png, -0.005
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-55.png, 0.02
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-56.png, -0.015
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-57.png, -0.015
/Users/marcodanielcameros/Documents/Maestria /Materias/Abr - Jun : 2025/Nav Aut/Proyecto Final/Controller/2025-06-18 11-30-58.png, 0.02
